customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-4295,Female,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,98.11,6522.12,No
CUST-4296,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),46.26,7370.29,No
CUST-4297,Female,0,Yes,No,66,No,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),48.1,7901.99,No
CUST-4298,Male,0,Yes,No,27,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,116.17,4313.36,No
CUST-4299,Female,1,No,No,65,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,57.15,3442.94,No
CUST-4300,Female,0,No,No,27,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),32.28,4966.71,No
CUST-4301,Female,0,Yes,Yes,20,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,83.69,2535.73,No
CUST-4302,Female,0,Yes,No,6,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,42.35,3349.84,Yes
CUST-4303,Female,1,Yes,No,13,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),78.34,4590.09,Yes
CUST-4304,Male,1,Yes,Yes,38,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,100.13,7010.59,Yes
CUST-4305,Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,No,Electronic check,35.37,7257.02,No
CUST-4306,Female,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,63.16,1130.88,Yes
CUST-4307,Female,0,Yes,No,37,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No internet service,Two year,No,Electronic check,56.29,1154.14,No
CUST-4308,Female,0,No,Yes,57,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,One year,No,Electronic check,117.94,1580.47,No
CUST-4309,Male,0,No,No,55,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.16,5076.49,No
CUST-4310,Male,0,No,No,38,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),26.24,1738.22,No
CUST-4311,Male,0,Yes,No,3,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,40.86,5213.65,Yes
CUST-4312,Female,0,Yes,No,47,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),33.73,6170.55,No
CUST-4313,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.52,7299.92,No
CUST-4314,Male,0,Yes,No,59,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49.59,7374.63,No
CUST-4315,Male,1,No,No,39,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),50.45,1838.98,No
CUST-4316,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),41.5,2666.21,No
CUST-4317,Female,0,No,No,57,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.31,1558.88,Yes
CUST-4318,Female,0,Yes,Yes,56,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,39.85,5789.82,Yes
CUST-4319,Male,0,Yes,Yes,34,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),112.11,5843.42,Yes
CUST-4320,Male,0,Yes,No,12,Yes,No,No,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),91.25,51.9,Yes
CUST-4321,Male,0,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),30.14,1416.26,No
CUST-4322,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),44.89,2858.06,No
CUST-4323,Female,1,Yes,No,46,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),116.24,1775.44,No
CUST-4324,Female,0,No,No,1,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,38.02,4694.53,No
CUST-4325,Male,1,No,No,43,Yes,No phone service,No,Yes,No,No,Yes,No,No internet service,One year,No,Electronic check,29.7,360.86,No
CUST-4326,Male,0,Yes,No,29,No,No,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,41.23,7025.97,Yes
CUST-4327,Female,1,No,No,54,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,89.39,3971.77,No
CUST-4328,Male,0,No,No,39,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.79,5054.68,No
CUST-4329,Female,0,No,No,23,Yes,No phone service,No,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),24.76,4935.83,No
CUST-4330,Male,0,No,Yes,41,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),54.18,3840.8,No
CUST-4331,Male,0,Yes,No,27,Yes,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.66,4830.65,No
CUST-4332,Male,0,No,No,50,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.07,663.29,No
CUST-4333,Male,0,Yes,No,21,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,35.1,3279.74,Yes
CUST-4334,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),40.06,6039.14,No
CUST-4335,Male,0,No,Yes,13,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),95.82,3124.5,No
CUST-4336,Female,0,Yes,No,44,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,96.35,2172.85,Yes
CUST-4337,Female,1,No,No,37,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),91.24,4811.35,No
CUST-4338,Female,0,Yes,Yes,31,Yes,No phone service,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),86.82,4060.46,Yes
CUST-4339,Male,0,Yes,No,61,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,42.52,4542.63,No
CUST-4340,Female,0,No,No,66,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),62.07,8147.07,No
CUST-4341,Female,0,No,No,60,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,64.0,1290.26,No
CUST-4342,Female,0,Yes,No,12,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,71.49,5247.01,No
CUST-4343,Male,0,No,Yes,46,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),103.63,277.4,No
CUST-4344,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.86,5507.43,Yes
CUST-4345,Female,0,No,No,70,Yes,Yes,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.61,1691.36,No
CUST-4346,Male,1,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,One year,No,Electronic check,61.2,6862.2,No
CUST-4347,Female,0,Yes,No,71,Yes,No,DSL,No,No,No internet service,No,No,Yes,Two year,No,Electronic check,32.8,2305.43,No
CUST-4348,Female,0,Yes,No,24,Yes,No phone service,DSL,No,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,82.82,3419.82,No
CUST-4349,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),75.21,4392.69,Yes
CUST-4350,Female,0,Yes,No,29,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,103.08,5191.7,No
CUST-4351,Male,0,No,No,10,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,69.89,2555.33,No
CUST-4352,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Mailed check,96.11,1347.41,No
CUST-4353,Female,1,No,No,26,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,No,Mailed check,49.81,5405.75,No
CUST-4354,Male,0,No,No,66,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,Yes,One year,Yes,Electronic check,87.43,3766.3,No
CUST-4355,Male,0,Yes,Yes,46,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,One year,No,Electronic check,22.02,506.83,No
CUST-4356,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Mailed check,33.15,4571.58,No
CUST-4357,Female,0,No,Yes,7,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),62.7,3980.33,Yes
CUST-4358,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,106.69,4363.66,No
CUST-4359,Male,0,Yes,Yes,41,No,No,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.51,926.32,No
CUST-4360,Female,0,No,No,66,No,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.88,4029.77,No
CUST-4361,Male,0,No,No,19,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.99,6339.25,Yes
CUST-4362,Male,0,No,Yes,44,Yes,No,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,86.1,1143.8,No
CUST-4363,Male,0,No,No,34,No,No,DSL,No internet service,Yes,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),35.69,5307.27,No
CUST-4364,Male,0,No,Yes,19,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,One year,No,Mailed check,53.05,1526.7,No
CUST-4365,Male,0,No,No,23,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.42,2639.72,Yes
CUST-4366,Male,1,Yes,No,56,No,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,106.45,3094.04,No
CUST-4367,Male,0,No,Yes,54,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,87.36,6493.03,No
CUST-4368,Female,0,No,No,8,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),25.11,1935.52,No
CUST-4369,Female,0,Yes,Yes,15,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),102.34,2254.32,No
CUST-4370,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.04,7398.09,No
CUST-4371,Female,0,Yes,No,71,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,93.48,6323.77,Yes
CUST-4372,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),95.67,4312.0,No
CUST-4373,Male,0,Yes,No,63,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),117.87,2698.06,No
CUST-4374,Male,1,Yes,Yes,48,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),52.69,6733.39,Yes
CUST-4375,Male,1,No,No,28,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No,Two year,No,Mailed check,104.44,4789.9,No
CUST-4376,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,46.68,2820.11,Yes
CUST-4377,Female,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,Yes,Credit card (automatic),117.55,2688.52,No
CUST-4378,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),59.03,3896.55,No
CUST-4379,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,84.02,8064.54,Yes
CUST-4380,Female,0,No,No,47,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,117.45,5474.21,No
CUST-4381,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),38.04,5780.35,Yes
CUST-4382,Male,0,Yes,No,29,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),80.4,3299.73,No
CUST-4383,Female,0,No,Yes,40,Yes,No,DSL,No,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),117.84,8301.25,No
CUST-4384,Male,0,No,No,3,No,Yes,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),112.4,3470.6,No
CUST-4385,Male,0,No,No,38,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,40.07,119.55,No
CUST-4386,Male,0,Yes,No,23,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,27.87,6813.57,No
CUST-4387,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),60.61,4368.3,No
CUST-4388,Male,0,No,No,36,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.34,1292.28,Yes
CUST-4389,Female,0,No,No,52,Yes,No,No,No internet service,No,No,No internet service,No,No,One year,Yes,Electronic check,96.97,212.54,No
CUST-4390,Female,0,Yes,No,24,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),78.74,8433.48,No
CUST-4391,Female,0,Yes,Yes,30,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.49,5508.83,No
CUST-4392,Female,0,No,No,37,No,No,No,No,No,No internet service,No,No,No,Two year,No,Mailed check,30.07,3968.93,No
CUST-4393,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,62.12,2850.3,No
CUST-4394,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,75.62,630.37,Yes
CUST-4395,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,86.36,5491.71,No
CUST-4396,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),27.18,3147.62,No
CUST-4397,Female,0,Yes,No,51,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),87.07,8412.54,No
CUST-4398,Male,0,No,No,30,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,112.13,938.34,Yes
CUST-4399,Male,0,No,No,13,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,96.62,2105.61,No
CUST-4400,Female,1,No,Yes,0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.39,3440.01,No
CUST-4401,Male,0,No,No,42,Yes,No,No,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,27.71,6781.59,No
CUST-4402,Female,0,Yes,No,58,No,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),97.44,6608.48,Yes
CUST-4403,Male,0,No,No,60,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,84.3,2089.11,No
CUST-4404,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),72.87,3082.15,No
CUST-4405,Male,0,Yes,Yes,17,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,98.21,519.39,Yes
CUST-4406,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,85.45,3227.51,No
CUST-4407,Female,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,64.97,1445.73,No
CUST-4408,Female,0,Yes,No,58,No,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.46,7817.64,Yes
CUST-4409,Female,0,No,No,41,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,68.43,6871.44,Yes
CUST-4410,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.41,1418.1,No
CUST-4411,Female,1,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,No,Electronic check,24.02,4180.71,Yes
CUST-4412,Male,0,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.4,8146.51,Yes
CUST-4413,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,54.71,3500.76,Yes
CUST-4414,Female,0,Yes,No,24,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),82.68,3818.7,No
CUST-4415,Male,0,Yes,No,44,No,Yes,DSL,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,67.94,2914.65,No
CUST-4416,Male,1,No,No,50,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,91.51,4193.4,No
CUST-4417,Female,1,No,No,42,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,No,One year,No,Electronic check,91.75,5078.06,No
CUST-4418,Male,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),88.61,780.97,No
CUST-4419,Male,0,Yes,No,46,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),72.75,802.85,No
CUST-4420,Female,0,Yes,No,23,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),84.3,6540.83,Yes
CUST-4421,Male,0,No,No,36,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,115.74,8353.73,No
CUST-4422,Male,0,No,Yes,55,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,88.58,4184.73,No
CUST-4423,Female,1,No,No,45,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),92.25,7324.21,No
CUST-4424,Female,1,No,No,27,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Electronic check,47.12,7388.61,No
CUST-4425,Male,1,Yes,No,51,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,3152.6,No
CUST-4426,Male,0,No,No,14,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),61.52,2807.32,No
CUST-4427,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,One year,No,Electronic check,53.35,6206.48,Yes
CUST-4428,Male,0,Yes,No,57,No,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,No,Mailed check,63.96,7741.07,Yes
CUST-4429,Male,0,Yes,No,66,Yes,No phone service,No,Yes,No,No,No,No,Yes,Two year,No,Mailed check,77.8,7258.26,No
CUST-4430,Male,0,No,No,71,Yes,Yes,No,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Mailed check,80.42,2726.22,No
CUST-4431,Female,0,No,No,40,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),101.96,3029.39,No
CUST-4432,Male,0,No,Yes,64,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,83.63,6262.75,No
CUST-4433,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.94,2710.26,No
CUST-4434,Female,1,Yes,Yes,4,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),83.66,7244.44,No
CUST-4435,Male,1,No,No,27,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),53.01,4337.65,No
CUST-4436,Male,1,Yes,No,37,No,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),81.09,2500.34,No
CUST-4437,Female,0,No,No,17,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),90.9,2446.92,No
CUST-4438,Female,0,Yes,No,36,Yes,No,No,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,86.57,6667.3,Yes
CUST-4439,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,102.99,1075.4,Yes
CUST-4440,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,108.56,7922.61,Yes
CUST-4441,Male,1,Yes,Yes,68,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.52,3524.8,Yes
CUST-4442,Male,1,Yes,No,26,Yes,No,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,25.89,7176.13,No
CUST-4443,Female,0,Yes,No,53,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,83.64,6738.33,No
CUST-4444,Female,0,Yes,Yes,6,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),29.03,6627.62,Yes
CUST-4445,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,106.4,5738.71,No
CUST-4446,Female,0,Yes,No,58,Yes,No,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,100.22,4254.31,No
CUST-4447,Male,1,Yes,No,71,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Mailed check,89.35,3325.2,No
CUST-4448,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,110.62,4944.17,No
CUST-4449,Male,0,No,No,67,Yes,No phone service,No,No,No internet service,No,No,Yes,No,Two year,No,Electronic check,106.72,4487.77,No
CUST-4450,Female,0,No,Yes,3,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),110.29,2995.5,Yes
CUST-4451,Female,0,No,No,17,Yes,No,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,91.54,4201.43,No
CUST-4452,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),54.85,3114.75,Yes
CUST-4453,Female,1,Yes,No,51,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,22.77,5598.57,No
CUST-4454,Male,0,No,No,62,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,24.16,7100.72,No
CUST-4455,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),97.31,6692.44,No
CUST-4456,Male,0,No,No,11,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Two year,No,Electronic check,37.14,2907.75,No
CUST-4457,Male,0,Yes,No,7,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),49.31,4338.9,No
CUST-4458,Male,0,Yes,No,21,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.61,108.39,No
CUST-4459,Female,0,Yes,No,40,Yes,Yes,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.11,7399.7,No
CUST-4460,Female,0,Yes,No,40,Yes,No phone service,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),116.53,2099.45,Yes
CUST-4461,Male,0,Yes,No,56,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,99.71,3759.34,No
CUST-4462,Female,0,No,No,31,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),76.47,1311.93,Yes
CUST-4463,Male,0,Yes,Yes,54,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,Two year,Yes,Mailed check,108.85,5769.72,No
